CreatedDate,Description,Table,User_Id
10/8/2019 11:39,Loyalty Program - Baca Berita,programs,1638
10/8/2019 11:39,Loyalty Program - Baca Berita,programs,29835
10/8/2019 11:39,Loyalty Program - Baca Berita,programs,30878
10/8/2019 11:40,Loyalty Program - Baca Berita,programs,31978
10/8/2019 11:40,Loyalty Program - Baca Berita,programs,32023
10/8/2019 11:40,Loyalty Program - Baca Berita,programs,28944
10/8/2019 11:41,Loyalty Program - Baca Berita,programs,32730
10/8/2019 11:41,Loyalty Program - Baca Berita,programs,30807
10/8/2019 11:41,Loyalty Program - Baca Berita,programs,29835
10/8/2019 11:42,Loyalty Program - Baca Berita,programs,32023
10/8/2019 11:42,Loyalty Program - Baca Berita,programs,32115
10/8/2019 11:42,Loyalty Program - Baca Berita,programs,608
10/8/2019 11:43,Loyalty Program - Baca Berita,programs,28456
10/8/2019 11:43,Loyalty Program - Baca Berita,programs,29835
10/8/2019 11:43,Loyalty Program - Baca Berita,programs,29450
10/8/2019 11:44,Loyalty Program - Baca Berita,programs,32158
10/8/2019 11:44,Loyalty Program - Baca Berita,programs,1638
10/8/2019 11:44,Loyalty Program - Baca Berita,programs,32567
10/8/2019 11:45,Loyalty Program - Baca Berita,programs,32115
10/8/2019 11:45,Loyalty Program - Baca Berita,programs,32855
10/8/2019 11:46,Loyalty Program - Baca Berita,programs,32023
10/8/2019 11:46,Loyalty Program - Baca Berita,programs,32158
10/8/2019 11:47,Loyalty Program - Baca Berita,programs,30884
10/8/2019 11:47,Loyalty Program - Baca Berita,programs,29835
10/8/2019 11:48,Loyalty Program - Baca Berita,programs,30376
10/8/2019 11:48,Loyalty Program - Baca Berita,programs,30971
10/8/2019 11:49,Loyalty Program - Baca Berita,programs,32115
10/8/2019 11:50,Loyalty Program - Baca Berita,programs,1314
10/8/2019 11:50,Loyalty Program - Baca Berita,programs,15512
10/8/2019 11:50,CEK FAKTA - LIPUTAN6,games,32848
10/8/2019 11:51,CEK FAKTA - LIPUTAN6,games,32856
10/8/2019 11:51,Loyalty Program - Baca Berita,programs,29014
10/8/2019 11:51,Loyalty Program - Baca Berita,programs,30406
10/8/2019 11:52,Loyalty Program - Baca Berita,programs,29835
10/8/2019 11:52,Loyalty Program - Baca Berita,programs,12944
10/8/2019 11:52,Loyalty Program - Baca Berita,programs,32156
10/8/2019 11:52,Loyalty Program - Baca Berita,programs,30406
10/8/2019 11:54,Loyalty Program - Baca Berita,programs,29835
10/8/2019 11:54,Loyalty Program - Baca Berita,programs,30406
10/8/2019 11:54,Loyalty Program - Baca Berita,programs,32115
10/8/2019 11:55,PENGETAHUAN UMUM - LIPUTAN6,games,32848
10/8/2019 11:55,Loyalty Program - Baca Berita,programs,29939
10/8/2019 11:55,Loyalty Program - Baca Berita,programs,31250
10/8/2019 11:55,CEK FAKTA - LIPUTAN6,games,32848
10/8/2019 11:56,Loyalty Program - Baca Berita,programs,29835
10/8/2019 11:56,Loyalty Program - Baca Berita,programs,30406
10/8/2019 11:56,Loyalty Program - Baca Berita,programs,29939
10/8/2019 11:56,Loyalty Program - Baca Berita,programs,29014
10/8/2019 11:56,Loyalty Program - Baca Berita,programs,12518
10/8/2019 11:56,Loyalty Program - Baca Berita,programs,1579
10/8/2019 11:57,Loyalty Program - Baca Berita,programs,28589
10/8/2019 11:57,Loyalty Program - Baca Berita,programs,30406
10/8/2019 11:57,Loyalty Program - Baca Berita,programs,32115
10/8/2019 11:58,Loyalty Program - Baca Berita,programs,30918
10/8/2019 11:58,Loyalty Program - Baca Berita,programs,30406
10/8/2019 11:58,Loyalty Program - Baca Berita,programs,1579
10/8/2019 11:59,Loyalty Program - Baca Berita,programs,28589
10/8/2019 11:59,Loyalty Program - Baca Berita,programs,29014
10/8/2019 12:00,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:00,Loyalty Program - Baca Berita,programs,28589
10/8/2019 12:00,Loyalty Program - Baca Berita,programs,28115
10/8/2019 12:00,Loyalty Program - Baca Berita,programs,32115
10/8/2019 12:00,Loyalty Program - Baca Berita,programs,30641
10/8/2019 12:00,Loyalty Program - Baca Berita,programs,12519
10/8/2019 12:00,Loyalty Program - Baca Berita,programs,30918
10/8/2019 12:00,Loyalty Program - Baca Berita,programs,28171
10/8/2019 12:01,Loyalty Program - Baca Berita,programs,32858
10/8/2019 12:01,Loyalty Program - Baca Berita,programs,12519
10/8/2019 12:01,Loyalty Program - Baca Berita,programs,31625
10/8/2019 12:01,Loyalty Program - Baca Berita,programs,30406
10/8/2019 12:02,Loyalty Program - Baca Berita,programs,27933
10/8/2019 12:02,Loyalty Program - Baca Berita,programs,29014
10/8/2019 12:02,Loyalty Program - Baca Berita,programs,29787
10/8/2019 12:02,Loyalty Program - Baca Berita,programs,30660
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,31665
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,29935
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,31446
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,30406
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,28115
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,31992
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,1579
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,32488
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,30660
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,31515
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:03,Loyalty Program - Baca Berita,programs,27922
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,29858
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,30977
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,29686
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,12519
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,31597
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,31250
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,30834
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,31485
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,32749
10/8/2019 12:04,Loyalty Program - Baca Berita,programs,29433
10/8/2019 12:05,Loyalty Program - Baca Berita,programs,31978
10/8/2019 12:05,Loyalty Program - Baca Berita,programs,32728
10/8/2019 12:05,Loyalty Program - Baca Berita,programs,28943
10/8/2019 12:05,Loyalty Program - Baca Berita,programs,30991
10/8/2019 12:05,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:05,Loyalty Program - Baca Berita,programs,12519
10/8/2019 12:06,Loyalty Program - Baca Berita,programs,32860
10/8/2019 12:06,Loyalty Program - Baca Berita,programs,29991
10/8/2019 12:06,Loyalty Program - Baca Berita,programs,30255
10/8/2019 12:06,Loyalty Program - Baca Berita,programs,30641
10/8/2019 12:06,Loyalty Program - Baca Berita,programs,32421
10/8/2019 12:06,Loyalty Program - Baca Berita,programs,30513
10/8/2019 12:06,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:06,Loyalty Program - Baca Berita,programs,30977
10/8/2019 12:06,Loyalty Program - Baca Berita,programs,31446
10/8/2019 12:07,Loyalty Program - Baca Berita,programs,30971
10/8/2019 12:07,Loyalty Program - Baca Berita,programs,32421
10/8/2019 12:07,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:07,Loyalty Program - Baca Berita,programs,30442
10/8/2019 12:07,Loyalty Program - Baca Berita,programs,31485
10/8/2019 12:07,Loyalty Program - Baca Berita,programs,30513
10/8/2019 12:08,Loyalty Program - Baca Berita,programs,32728
10/8/2019 12:08,Loyalty Program - Baca Berita,programs,31574
10/8/2019 12:08,Loyalty Program - Baca Berita,programs,32860
10/8/2019 12:08,Loyalty Program - Baca Berita,programs,29991
10/8/2019 12:08,Loyalty Program - Baca Berita,programs,32749
10/8/2019 12:08,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:08,Loyalty Program - Baca Berita,programs,12519
10/8/2019 12:08,Loyalty Program - Baca Berita,programs,27944
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,30513
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,30436
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,31491
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,32863
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,32092
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,12519
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,32621
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,31494
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,30892
10/8/2019 12:09,Loyalty Program - Baca Berita,programs,29877
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,31516
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,29991
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,27959
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,30513
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,31941
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,29939
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,30255
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,32092
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,30918
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,29779
10/8/2019 12:10,Loyalty Program - Baca Berita,programs,32749
10/8/2019 12:11,Loyalty Program - Baca Berita,programs,32860
10/8/2019 12:11,Loyalty Program - Baca Berita,programs,12519
10/8/2019 12:11,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:11,Loyalty Program - Baca Berita,programs,30513
10/8/2019 12:11,Loyalty Program - Baca Berita,programs,31992
10/8/2019 12:11,CEK FAKTA - LIPUTAN6,games,29877
10/8/2019 12:11,Loyalty Program - Baca Berita,programs,12519
10/8/2019 12:11,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:11,Loyalty Program - Baca Berita,programs,32728
10/8/2019 12:12,Loyalty Program - Baca Berita,programs,31926
10/8/2019 12:12,Loyalty Program - Baca Berita,programs,30230
10/8/2019 12:12,Loyalty Program - Baca Berita,programs,32336
10/8/2019 12:12,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:12,Loyalty Program - Baca Berita,programs,29873
10/8/2019 12:12,Loyalty Program - Baca Berita,programs,12519
10/8/2019 12:12,Loyalty Program - Baca Berita,programs,31603
10/8/2019 12:12,Loyalty Program - Baca Berita,programs,32621
10/8/2019 12:13,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:13,Loyalty Program - Baca Berita,programs,30662
10/8/2019 12:13,Loyalty Program - Baca Berita,programs,32864
10/8/2019 12:13,Loyalty Program - Baca Berita,programs,30365
10/8/2019 12:13,Loyalty Program - Baca Berita,programs,32336
10/8/2019 12:13,CEK FAKTA - LIPUTAN6,games,32710
10/8/2019 12:14,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:14,Loyalty Program - Baca Berita,programs,29683
10/8/2019 12:14,CEK FAKTA - LIPUTAN6,games,32710
10/8/2019 12:14,Loyalty Program - Baca Berita,programs,29927
10/8/2019 12:14,Loyalty Program - Baca Berita,programs,30431
10/8/2019 12:14,Loyalty Program - Baca Berita,programs,32371
10/8/2019 12:14,Loyalty Program - Baca Berita,programs,28452
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,1095
10/8/2019 12:15,PENGETAHUAN UMUM - LIPUTAN6,games,32442
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,31926
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,30026
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,32336
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,28486
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,31476
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,31667
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,32866
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,31494
10/8/2019 12:15,Loyalty Program - Baca Berita,programs,29927
10/8/2019 12:15,PENGETAHUAN UMUM - LIPUTAN6,games,32442
10/8/2019 12:16,Loyalty Program - Baca Berita,programs,30824
10/8/2019 12:16,Loyalty Program - Baca Berita,programs,31667
10/8/2019 12:16,Loyalty Program - Baca Berita,programs,30431
10/8/2019 12:16,PENGETAHUAN UMUM - LIPUTAN6,games,32442
10/8/2019 12:16,Loyalty Program - Baca Berita,programs,29873
10/8/2019 12:16,Loyalty Program - Baca Berita,programs,31667
10/8/2019 12:16,Loyalty Program - Baca Berita,programs,32024
10/8/2019 12:17,Loyalty Program - Baca Berita,programs,30662
10/8/2019 12:17,Loyalty Program - Baca Berita,programs,30026
10/8/2019 12:17,PENGETAHUAN UMUM - LIPUTAN6,games,32442
10/8/2019 12:17,Loyalty Program - Baca Berita,programs,29927
10/8/2019 12:17,PENGETAHUAN UMUM - LIPUTAN6,games,32442
10/8/2019 12:18,Loyalty Program - Baca Berita,programs,30018
10/8/2019 12:18,Loyalty Program - Baca Berita,programs,29683
10/8/2019 12:18,Loyalty Program - Baca Berita,programs,30457
10/8/2019 12:18,Loyalty Program - Baca Berita,programs,30746
10/8/2019 12:18,Loyalty Program - Baca Berita,programs,30983
10/8/2019 12:18,Loyalty Program - Baca Berita,programs,30662
10/8/2019 12:18,Loyalty Program - Baca Berita,programs,31485
10/8/2019 12:19,Loyalty Program - Baca Berita,programs,31123
10/8/2019 12:19,Loyalty Program - Baca Berita,programs,32863
10/8/2019 12:19,Loyalty Program - Baca Berita,programs,32336
10/8/2019 12:19,Loyalty Program - Baca Berita,programs,30983
10/8/2019 12:19,Loyalty Program - Baca Berita,programs,1275
10/8/2019 12:19,Loyalty Program - Baca Berita,programs,29927
10/8/2019 12:19,Loyalty Program - Baca Berita,programs,29873
10/8/2019 12:19,Loyalty Program - Baca Berita,programs,31516
10/8/2019 12:20,Loyalty Program - Baca Berita,programs,30983
10/8/2019 12:20,Loyalty Program - Baca Berita,programs,30662
10/8/2019 12:20,Loyalty Program - Baca Berita,programs,30983
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,32336
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,28869
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,30769
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,29939
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,31633
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,29927
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,30234
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,29873
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,15746
10/8/2019 12:21,Loyalty Program - Baca Berita,programs,28404
10/8/2019 12:22,Loyalty Program - Baca Berita,programs,30525
10/8/2019 12:22,Loyalty Program - Baca Berita,programs,28869
10/8/2019 12:22,Loyalty Program - Baca Berita,programs,30851
10/8/2019 12:22,Loyalty Program - Baca Berita,programs,30636
10/8/2019 12:22,Loyalty Program - Baca Berita,programs,30662
10/8/2019 12:22,Loyalty Program - Baca Berita,programs,32863
10/8/2019 12:22,Loyalty Program - Baca Berita,programs,31123
10/8/2019 12:22,Loyalty Program - Baca Berita,programs,31079
10/8/2019 12:23,Loyalty Program - Baca Berita,programs,29894
10/8/2019 12:23,Loyalty Program - Baca Berita,programs,29815
10/8/2019 12:23,Loyalty Program - Baca Berita,programs,30359
10/8/2019 12:23,Loyalty Program - Baca Berita,programs,29927
10/8/2019 12:23,Loyalty Program - Baca Berita,programs,13108
10/8/2019 12:23,Loyalty Program - Baca Berita,programs,30636
10/8/2019 12:23,Loyalty Program - Baca Berita,programs,30662
10/8/2019 12:23,PENGETAHUAN UMUM - LIPUTAN6,games,29894
10/8/2019 12:23,Loyalty Program - Baca Berita,programs,30483
10/8/2019 12:24,Loyalty Program - Baca Berita,programs,31064
10/8/2019 12:24,Loyalty Program - Baca Berita,programs,30846
10/8/2019 12:24,Loyalty Program - Baca Berita,programs,30525
10/8/2019 12:24,SELEBRITI INDONESIA - LIPUTAN6,games,29894
10/8/2019 12:24,Loyalty Program - Baca Berita,programs,32430
10/8/2019 12:25,Loyalty Program - Baca Berita,programs,30391
10/8/2019 12:25,Loyalty Program - Baca Berita,programs,28011
10/8/2019 12:25,Loyalty Program - Baca Berita,programs,29927
10/8/2019 12:25,CEK FAKTA - LIPUTAN6,games,29894
10/8/2019 12:25,Loyalty Program - Baca Berita,programs,32672
10/8/2019 12:25,Loyalty Program - Baca Berita,programs,12518
10/8/2019 12:25,Loyalty Program - Baca Berita,programs,30234
10/8/2019 12:25,Loyalty Program - Baca Berita,programs,14864
10/8/2019 12:25,PENGETAHUAN UMUM - LIPUTAN6,games,29894
10/8/2019 12:25,Loyalty Program - Baca Berita,programs,31989
12/9/2019 12:59,CEK FAKTA - LIPUTAN6,games,17
12/5/2019 17:52,CEK FAKTA - LIPUTAN6,games,32
12/5/2019 17:52,CEK FAKTA - LIPUTAN6,games,32
12/5/2019 20:38,CEK FAKTA - LIPUTAN6,games,32
12/5/2019 20:42,CEK FAKTA - LIPUTAN6,games,32
12/5/2019 20:59,CEK FAKTA - LIPUTAN6,games,32
12/5/2019 22:35,CEK FAKTA - LIPUTAN6,games,32
12/6/2019 2:25,CEK FAKTA - LIPUTAN6,games,32
12/6/2019 10:19,CEK FAKTA - LIPUTAN6,games,32
12/9/2019 12:33,CEK FAKTA - LIPUTAN6,games,32
12/6/2019 4:52,CEK FAKTA - LIPUTAN6,games,41
12/9/2019 9:48,CEK FAKTA - LIPUTAN6,games,56
12/9/2019 21:53,CEK FAKTA - LIPUTAN6,games,306
12/5/2019 17:53,CEK FAKTA - LIPUTAN6,games,347
12/5/2019 17:54,CEK FAKTA - LIPUTAN6,games,347
12/5/2019 18:01,CEK FAKTA - LIPUTAN6,games,347
12/5/2019 20:06,CEK FAKTA - LIPUTAN6,games,347
12/5/2019 20:38,CEK FAKTA - LIPUTAN6,games,347
12/6/2019 7:20,CEK FAKTA - LIPUTAN6,games,347
12/9/2019 15:40,CEK FAKTA - LIPUTAN6,games,661
12/9/2019 15:40,CEK FAKTA - LIPUTAN6,games,661
12/6/2019 15:10,CEK FAKTA - LIPUTAN6,games,1262
12/6/2019 15:10,CEK FAKTA - LIPUTAN6,games,1262
12/7/2019 14:43,CEK FAKTA - LIPUTAN6,games,1262
12/8/2019 14:32,CEK FAKTA - LIPUTAN6,games,1262
12/9/2019 16:40,CEK FAKTA - LIPUTAN6,games,1262
12/10/2019 10:16,CEK FAKTA - LIPUTAN6,games,1262
12/12/2019 1:19,CEK FAKTA - LIPUTAN6,games,1262
12/8/2019 13:56,CEK FAKTA - LIPUTAN6,games,1267
12/11/2019 8:59,CEK FAKTA - LIPUTAN6,games,1361
12/12/2019 5:20,CEK FAKTA - LIPUTAN6,games,1416
12/5/2019 22:49,CEK FAKTA - LIPUTAN6,games,5883
12/7/2019 10:10,CEK FAKTA - LIPUTAN6,games,9183
12/7/2019 10:11,CEK FAKTA - LIPUTAN6,games,9183
12/7/2019 10:12,CEK FAKTA - LIPUTAN6,games,9183
12/10/2019 13:39,CEK FAKTA - LIPUTAN6,games,12568
12/7/2019 16:03,CEK FAKTA - LIPUTAN6,games,24768
12/7/2019 16:04,CEK FAKTA - LIPUTAN6,games,24768
12/9/2019 22:14,CEK FAKTA - LIPUTAN6,games,24768
12/16/2019 6:33,CEK FAKTA - LIPUTAN6,games,25260
12/7/2019 11:49,CEK FAKTA - LIPUTAN6,games,27287
12/8/2019 9:05,CEK FAKTA - LIPUTAN6,games,27287
12/12/2019 16:40,CEK FAKTA - LIPUTAN6,games,27963
12/8/2019 12:56,CEK FAKTA - LIPUTAN6,games,28487
12/7/2019 17:18,CEK FAKTA - LIPUTAN6,games,28823
12/14/2019 13:01,CEK FAKTA - LIPUTAN6,games,28983
12/14/2019 17:01,CEK FAKTA - LIPUTAN6,games,28983
12/10/2019 18:29,CEK FAKTA - LIPUTAN6,games,28989
12/13/2019 14:41,CEK FAKTA - LIPUTAN6,games,29396
12/13/2019 14:42,CEK FAKTA - LIPUTAN6,games,29396
12/12/2019 9:15,CEK FAKTA - LIPUTAN6,games,29826
12/6/2019 16:56,CEK FAKTA - LIPUTAN6,games,29877
12/7/2019 12:41,CEK FAKTA - LIPUTAN6,games,29877
12/7/2019 12:42,CEK FAKTA - LIPUTAN6,games,29877
12/6/2019 8:58,CEK FAKTA - LIPUTAN6,games,29939
12/8/2019 14:09,CEK FAKTA - LIPUTAN6,games,29939
12/9/2019 18:57,CEK FAKTA - LIPUTAN6,games,29939
12/11/2019 21:56,CEK FAKTA - LIPUTAN6,games,29939
12/16/2019 11:14,CEK FAKTA - LIPUTAN6,games,29939
12/6/2019 9:09,CEK FAKTA - LIPUTAN6,games,29961
12/5/2019 21:15,CEK FAKTA - LIPUTAN6,games,30140
12/14/2019 21:12,CEK FAKTA - LIPUTAN6,games,30282
12/12/2019 13:14,CEK FAKTA - LIPUTAN6,games,30290
12/13/2019 10:01,CEK FAKTA - LIPUTAN6,games,30352
12/5/2019 22:18,CEK FAKTA - LIPUTAN6,games,30443
12/5/2019 22:19,CEK FAKTA - LIPUTAN6,games,30443
12/5/2019 22:19,CEK FAKTA - LIPUTAN6,games,30443
12/5/2019 22:19,CEK FAKTA - LIPUTAN6,games,30443
12/9/2019 20:36,CEK FAKTA - LIPUTAN6,games,30443
12/10/2019 10:16,CEK FAKTA - LIPUTAN6,games,30443
12/9/2019 15:20,CEK FAKTA - LIPUTAN6,games,30653
12/9/2019 15:37,CEK FAKTA - LIPUTAN6,games,30653
12/9/2019 15:37,CEK FAKTA - LIPUTAN6,games,30653
12/10/2019 12:11,CEK FAKTA - LIPUTAN6,games,30653
12/10/2019 12:14,CEK FAKTA - LIPUTAN6,games,30653
12/10/2019 12:16,CEK FAKTA - LIPUTAN6,games,30653
12/8/2019 17:54,CEK FAKTA - LIPUTAN6,games,30684
12/7/2019 19:47,CEK FAKTA - LIPUTAN6,games,30729
12/6/2019 6:46,CEK FAKTA - LIPUTAN6,games,31059
12/12/2019 1:26,CEK FAKTA - LIPUTAN6,games,31089
12/5/2019 19:01,CEK FAKTA - LIPUTAN6,games,31099
12/6/2019 16:01,CEK FAKTA - LIPUTAN6,games,31099
12/7/2019 23:01,CEK FAKTA - LIPUTAN6,games,31099
12/8/2019 17:16,CEK FAKTA - LIPUTAN6,games,31099
12/9/2019 23:13,CEK FAKTA - LIPUTAN6,games,31099
12/10/2019 12:04,CEK FAKTA - LIPUTAN6,games,31099
12/11/2019 15:31,CEK FAKTA - LIPUTAN6,games,31099
12/12/2019 12:06,CEK FAKTA - LIPUTAN6,games,31099
12/13/2019 20:39,CEK FAKTA - LIPUTAN6,games,31099
12/15/2019 21:16,CEK FAKTA - LIPUTAN6,games,31099
12/13/2019 20:37,CEK FAKTA - LIPUTAN6,games,31119
12/5/2019 21:16,CEK FAKTA - LIPUTAN6,games,31467
12/5/2019 21:17,CEK FAKTA - LIPUTAN6,games,31467
12/5/2019 21:18,CEK FAKTA - LIPUTAN6,games,31467
12/5/2019 21:19,CEK FAKTA - LIPUTAN6,games,31467
12/5/2019 21:19,CEK FAKTA - LIPUTAN6,games,31467
12/5/2019 21:19,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:14,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:15,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:15,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:16,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:16,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:17,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:17,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:17,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:18,CEK FAKTA - LIPUTAN6,games,31467
12/6/2019 20:18,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:35,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:35,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:36,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:36,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:37,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:37,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:37,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:38,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:38,CEK FAKTA - LIPUTAN6,games,31467
12/14/2019 18:39,CEK FAKTA - LIPUTAN6,games,31467
12/11/2019 16:09,CEK FAKTA - LIPUTAN6,games,31989
12/11/2019 16:10,CEK FAKTA - LIPUTAN6,games,31989
12/12/2019 7:05,CEK FAKTA - LIPUTAN6,games,31989
12/16/2019 9:19,CEK FAKTA - LIPUTAN6,games,31989
12/16/2019 9:19,CEK FAKTA - LIPUTAN6,games,31989
12/6/2019 16:41,CEK FAKTA - LIPUTAN6,games,32246
12/6/2019 16:44,CEK FAKTA - LIPUTAN6,games,32246
12/6/2019 16:44,CEK FAKTA - LIPUTAN6,games,32246
12/7/2019 7:42,CEK FAKTA - LIPUTAN6,games,32246
12/8/2019 5:56,CEK FAKTA - LIPUTAN6,games,32246
12/8/2019 5:57,CEK FAKTA - LIPUTAN6,games,32246
12/8/2019 5:59,CEK FAKTA - LIPUTAN6,games,32246
12/8/2019 5:59,CEK FAKTA - LIPUTAN6,games,32246
12/10/2019 16:23,CEK FAKTA - LIPUTAN6,games,32246
12/10/2019 16:25,CEK FAKTA - LIPUTAN6,games,32246
